rank	v1	v2	entrez	symbol
939	y	y	84513	PPAPDC1B
940	y	y	4790	NFKB1
941	y	y	54432	YIPF1
942	y	y	221078	NSUN6
943	y	y	10871	CD300C
944	y	y	57552	NCEH1
945	y	y	10663	CXCR6
946	y	y	6279	S100A8
947	y	y	56911	C21orf7
948	y	y	79664	NARG2
949	y	y	5037	PEBP1
950	y	y	115123	MARCH3
951	y	y	55922	NKRF
952	y	y	755	C21orf2
953	y	y	6767	ST13
954	y	y	84719	LINC00260
955	y	y	4673	NAP1L1
956	y	y	81793	TLR10
957	y	y	10949	HNRNPA0
958	y	y	8707	B3GALT2
959	y	y	84881	RPUSD4
960	y	y	27440	CECR5
961	y	y	64794	DDX31
962	y	y	51765	MST4
963	y	y	705	BYSL
964	y	y	117289	TAGAP
965	y	y	26520	TIMM9
966	y	y	55170	PRMT6
967	y	y	2043	EPHA4
968	y	y	4215	MAP3K3
969	y	y	2012	EMP1
970	y	y	57665	RDH14
971	y	y	29883	CNOT7
972	y	y	706	TSPO
973	y	y	6208	RPS14
974	y	y	6988	TCTA
975	y	y	9638	FEZ1
976	y	y	284029	LINC00324
977	y	y	64852	TUT1
978	y	y	54838	WBP1L
979	y	y	9451	EIF2AK3
980	y	y	2531	KDSR
981	y	y	118980	SFXN2
982	y	y	10056	FARSB
983	y	y	55568	GALNT10
984	y	y	23556	PIGN
985	y	y	517	ATP5G2
986	y	y	4094	MAF
987	y	y	308	ANXA5
988	y	y	388566	ZNF470
989	y	y	8115	TCL1A
990	y	y	7019	TFAM
991	y	y	10451	VAV3
992	y	y	116225	ZMYND19
993	y	y	3904	LAIR2
994	y	y	7433	VIPR1
995	y	y	9580	SOX13
996	y	y	285195	SLC9A9
997	y	y	112840	WDR89
998	y	y	25983	NGDN
999	y	y	56474	CTPS2
1000	y	y	171568	POLR3H
1001	y	y	58486	ZBED5
1002	y	y	7322	UBE2D2
1003	y	y	57171	DOLPP1
1004	y	y	55720	TSR1
1005	y	y	10228	STX6
1006	y	y	56922	MCCC1
1007	y	y	23231	SEL1L3
1008	y	y	131616	TMEM42
1009	y	y	26253	CLEC4E
1010	y	y	30815	ST6GALNAC6
1011	y	y	83666	PARP9
1012	y	y	7076	TIMP1
1013	y	y	257240	KLHL34
1014	y	y	158248	TTC16
1015	y	y	6452	SH3BP2
1016	y	y	1192	CLIC1
1017	y	y	7443	VRK1
1018	y	y	6283	S100A12
1019	y	y	54331	GNG2
1020	y	y	9679	FAM53B
1021	y	y	25797	QPCT
1022	y	y	7818	DAP3
1023	y	y	642	BLMH
1024	y	y	8357	HIST1H3H
1025	y	y	51650	MRPS33
1026	y	y	83442	SH3BGRL3
1027	y	y	79932	KIAA0319L
1028	y	y	27065	NSG1
1029	y	y	54796	BNC2
1030	y	y	91662	NLRP12
1031	y	y	5294	PIK3CG
1032	y	y	375341	C3orf62
1033	y	y	7057	THBS1
1034	y	y	55178	RNMTL1
1035	y	y	2530	FUT8
1036	y	y	1608	DGKG
1037	y	y	80018	NAA25
1038	y	y	6583	SLC22A4
1039	y	y	163486	DENND1B 
1040	y	y	607	BCL9
1041	y	y	334	APLP2
1042	y	y	55640	FLVCR2
1043	y	y	81552	VOPP1
1044	y	y	51495	PTPLAD1
1045	y	y	8291	DYSF
1046	y	y	8192	CLPP
1047	y	y	83937	RASSF4
1048	y	y	8555	CDC14B
1049	y	y	25946	ZNF385A
1050	y	y	375748	ERCC6L2
1051	y	y	388335	TMEM220
1052	y	y	51596	CUTA
1053	y	y	8685	MARCO
1054	y	y	22839	DLGAP4
1055	y	y	10813	UTP14A
1056	y	y	55122	AKIRIN2
1057	y	y	10528	NOP56
1058	y	y	140691	TRIM69
1059	y	y	23404	EXOSC2
1060	y	y	11214	AKAP13
1061	y	y	1436	CSF1R
1062	y	y	6935	ZEB1
1063	y	y	10745	PHTF1
1064	y	y	10068	IL18BP
1065	y	y	11119	BTN3A1
1066	y	y	931	MS4A1
1067	y	y	10199	MPHOSPH10
1068	y	y	65083	NOL6
1069	y	y	253018	HCG27
1070	y	y	26234	FBXL5
1071	y	y	645683	RPL13AP3
1072	y	y	9537	TP53I11
1073	y	y	135	ADORA2A
1074	y	y	29	ABR
1075	y	y	55211	DPPA4
1076	y	y	126299	ZNF428
1077	y	y	6430	SRSF5
1078	y	y	10673	TNFSF13B
1079	y	y	2650	GCNT1
1080	y	y	374946	DRAXIN
1081	y	y	83732	RIOK1
1082	y	y	23500	DAAM2
1083	y	y	91603	ZNF830
1084	y	y	604	BCL6
1085	y	y	80024	SLC24A6
1086	y	y	8087	FXR1
1087	y	y	10939	AFG3L2
1088	y	y	51154	MRTO4
1089	y	y	27334	P2RY10
1090	y	y	23240	KIAA0922
1091	y	y	1509	CTSD
1092	y	y	11278	KLF12
1093	y	y	10541	ANP32B
1094	y	y	5368	PNOC
1095	y	y	10555	AGPAT2
1096	y	y	84549	MAK16
1097	y	y	55617	TASP1
1098	y	y	6158	RPL28
1099	y	y	29968	PSAT1
1100	y	y	3600	IL15
1101	y	y	54915	YTHDF1
1102	y	y	79003	MIS12
1103	y	y	23460	ABCA6
1104	y	y	80303	EFHD1
1105	y	y	8522	GAS7
1106	y	y	53917	RAB24
1107	y	y	5594	MAPK1
1108	y	y	5023	P2RX1
1109	y	y	79031	PDCL3
1110	y	y	9926	LPGAT1
1111	y	y	53343	NUDT9
1112	y	y	55245	UQCC
1113	y	y	9466	IL27RA
1114	y	y	4637	MYL6
1115	y	y	55003	PAK1IP1
1116	y	y	6993	DYNLT1
1117	y	y	3636	INPPL1
1118	y	y	7867	MAPKAPK3
1119	y	y	9775	EIF4A3
1120	y	y	2254	FGF9
1121	y	y	54841	BIVM
1122	y	y	516	ATP5G1
1123	y	y	54065	FAM165B
1124	y	y	199746	U2AF1L4
1125	y	y	483	ATP1B3
1126	y	y	55132	LARP1B
1127	y	y	8562	DENR
1128	y	y	64965	MRPS9
1129	y	y	280636	C11orf31
1130	y	y	1571	CYP2E1
1131	y	y	26034	IPCEF1
1132	y	y	9437	NCR1
1133	y	y	730092	RRN3P1
1134	y	y	1633	DCK
1135	y	y	6426	SRSF1
1136	y	y	23483	TGDS
1137	y	y	3336	HSPE1
1138	y	y	4666	NACA
1139	y	y	51523	CXXC5
1140	y	y	2887	GRB10
1141	y	y	51645	PPIL1
1142	y	y	9662	CEP135
1143	y	y	51227	PIGP
1144	y	y	3240	HP
1145	y	y	23398	PPWD1
1146	y	y	54888	NSUN2
1147	y	y	51573	GDE1
1148	y	y	22916	NCBP2
1149	y	y	65095	KRI1
1150	y	y	84101	USP44
1151	y	y	51199	NIN
1152	y	y	7728	ZNF175
1153	y	y	127703	C1orf216
1154	y	y	6737	TRIM21
1155	y	y	83743	GRWD1
1156	y	y	338799	LOC338799
1157	y	y	57215	THAP11
1158	y	y	113251	LARP4
1159	y	y	6235	RPS29
1160	y	y	10312	TCIRG1
1161	y	y	55775	TDP1
1162	y	y	7407	VARS
1163	y	y	54205	CYCS
1164	y	y	80173	IFT74
1165	y	y	22986	SORCS3
1166	y	y	3187	HNRNPH1
1167	y	y	6139	RPL17
1168	y	y	9531	BAG3
1169	y	y	375387	LRRC33
1170	y	y	6478	SIAH2
1171	y	y	79137	FAM134A
1172	y	y	57222	ERGIC1
1173	y	y	9868	TOMM70A
1174	y	y	37	ACADVL
1175	y	y	9927	MFN2
1176	y	y	23384	SPECC1L
1177	y	y	79056	PRRG4
1178	y	y	3313	HSPA9
1179	y	y	84067	FAM160A2
1180	y	y	10379	IRF9
1181	y	y	51614	ERGIC3
1182	y	y	78987	CRELD1
1183	y	y	9238	TBRG4
1184	y	y	10801	SEPT9
1185	y	y	123169	LEO1
1186	y	y	2519	FUCA2
1187	y	y	11112	HIBADH
1188	y	y	51001	MTERFD1
1189	y	y	10170	DHRS9
1190	y	y	119504	ANAPC16
1191	y	y	6876	TAGLN
1192	y	y	10598	AHSA1
1193	y	y	10908	PNPLA6
1194	y	y	7593	MZF1
1195	y	y	10166	SLC25A15
1196	y	y	10437	IFI30
1197	y	y	2876	GPX1
1198	y	y	23	ABCF1
1199	y	y	9185	REPS2
1200	y	y	81890	QTRT1
1201	y	y	3075	CFH
1202	y	y	8934	RAB7L1
1203	y	y	23409	SIRT4
1204	y	y	8073	PTP4A2
1205	y	y	10399	GNB2L1
1206	y	y	25776	CBY1
1207	y	y	729230	CCR2
1208	y	y	2996	GYPE
1209	y	y	1503	CTPS1
1210	y	y	10417	SPON2
1211	y	y	64328	XPO4
1212	y	y	79711	IPO4
1213	y	y	2647	BLOC1S1
1214	y	y	9191	DEDD
1215	y	y	22859	LPHN1
1216	y	y	10158	PDZK1IP1
1217	y	y	123	PLIN2
1218	y	y	27101	CACYBP
1219	y	y	6774	STAT3
1220	y	y	8464	SUPT3H
1221	y	y	3176	HNMT
1222	y	y	144402	CPNE8
1223	y	y	23596	OPN3
1224	y	y	10404	CPQ
1225	y	y	51303	FKBP11
1226	y	y	4548	MTR
1227	y	y	170960	ZNF721
1228	y	y	3659	IRF1
1229	y	y	339324	ZNF260
1230	y	y	2717	GLA
1231	y	y	9465	AKAP7
1232	y	y	3608	ILF2
1233	y	y	7343	UBTF
1234	y	y	28987	NOB1
1235	y	y	10474	TADA3
1236	y	y	671	BPI
1237	y	y	5698	PSMB9
1238	y	y	57706	DENND1A
1239	y	y	10198	MPHOSPH9
1240	y	y	8638	OASL
1241	y	y	1075	CTSC
1242	y	y	55353	LAPTM4B
1243	y	y	57724	EPG5
1244	y	y	4615	MYD88
1245	y	y	91272	BOD1
1246	y	y	23597	ACOT9
1247	y	y	56894	AGPAT3
1248	y	y	5218	CDK14
1249	y	y	4222	MEOX1
1250	y	y	57658	CALCOCO1
1251	y	y	55843	ARHGAP15
1252	y	y	5066	PAM
1253	y	y	10432	RBM14
1254	y	y	3707	ITPKB
1255	y	y	3921	RPSA
1256	y	y	2130	EWSR1
1257	y	y	6198	RPS6KB1
1258	y	y	56647	BCCIP
1259	y	y	64216	TFB2M
1260	y	y	8111	GPR68
1261	y	y	1665	DHX15
1262	y	y	114904	C1QTNF6
1263	y	y	26003	GORASP2
1264	y	y	131583	FAM43A
1265	y	y	9047	SH2D2A
1266	y	y	8575	PRKRA
1267	y	y	8720	MBTPS1
1268	y	y	401884	MGC57346
1269	y	y	8607	RUVBL1
1270	y	y	10963	STIP1
1271	y	y	951	CD37
1272	y	y	54107	POLE3
1273	y	y	84792	FAM220A
1274	y	y	119559	SFXN4
1275	y	y	79897	RPP21
1276	y	y	5567	PRKACB
1277	y	y	10475	TRIM38
1278	y	y	253558	LCLAT1
1279	y	y	103	ADAR
1280	y	y	4147	MATN2
1281	y	y	64219	PJA1
1282	y	y	116987	AGAP1
1283	y	y	84896	ATAD1
1284	y	y	284001	CCDC57
1285	y	y	7920	ABHD16A
1286	y	y	5442	POLRMT
1287	y	y	10915	TCERG1
1288	y	y	9948	WDR1
1289	y	y	50512	PODXL2
1290	y	y	84223	IQCG
1291	y	y	2185	PTK2B
1292	y	y	84888	SPPL2A
1293	y	y	2793	GNGT2
1294	y	y	3417	IDH1
1295	y	y	26094	DCAF4
1296	y	y	79863	RBFA
1297	y	y	79868	ALG13
1298	y	y	4739	NEDD9
1299	y	y	26973	CHORDC1
1300	y	y	10422	UBAC1
1301	y	y	3276	PRMT1
1302	y	y	10329	TMEM5
1303	y	y	6135	RPL11
1304	y	y	10221	TRIB1
1305	y	y	27173	SLC39A1
1306	y	y	7094	TLN1
1307	y	y	51545	ZNF581
1308	y	y	9666	DZIP3
1309	y	y	1207	CLNS1A
1310	y	y	81	ACTN4
1311	y	y	6838	SURF6
1312	y	y	222487	GPR97
1313	y	y	55326	AGPAT5
1314	y	y	65082	VPS33A
1315	y	y	660	BMX
1316	y	y	84268	RPAIN
1317	y	y	64097	EPB41L4A
1318	y	y	5783	PTPN13
1319	y	y	8985	PLOD3
1320	y	y	27339	PRPF19
1321	y	y	84650	EBPL
1322	y	y	6574	SLC20A1
1323	y	y	79600	TCTN1
1324	y	y	6599	SMARCC1
1325	y	y	3437	IFIT3
1326	y	y	7133	TNFRSF1B
1327	y	y	51569	UFM1
1328	y	y	22875	ENPP4
1329	y	y	201456	FBXO15
1330	y	y	408	ARRB1
1331	y	y	54434	SSH1
1332	y	y	11340	EXOSC8
1333	y	y	29058	TMEM230
1334	y	y	7675	ZNF121
1335	y	y	114548	NLRP3
1336	y	y	64855	FAM129B
1337	y	y	84190	METTL25
1338	y	y	6157	RPL27A
1339	y	y	10780	ZNF234
1340	y	y	7327	UBE2G2
1341	y	y	55695	NSUN5
1342	y	y	1528	CYB5A
1343	y	y	9786	KIAA0586
1344	y	y	26040	SETBP1
1345	y	y	8975	USP13
1346	y	y	9760	TOX
1347	y	y	10803	CCR9
1348	y	y	3312	HSPA8
1349	y	y	10125	RASGRP1
1350	y	y	30812	SOX8
1351	y	y	11146	GLMN
1352	y	y	10988	METAP2
1353	y	y	91860	CALML4
1354	y	y	5330	PLCB2
1355	y	y	1725	DHPS
1356	y	y	1990	CELA1
1357	y	y	53938	PPIL3
1358	y	y	7048	TGFBR2
1359	y	y	10250	SRRM1
1360	y	y	79071	ELOVL6
1361	y	y	6874	TAF4
1362	y	y	1536	CYBB
1363	y	y	3588	IL10RB
1364	y	y	10390	CEPT1
1365	y	y	201895	C4orf34
1366	y	y	171586	ABHD3
1367	y	y	9617	MTRF1
1368	y	y	6773	STAT2
1369	y	y	2971	GTF3A
1370	y	y	313	AOAH
1371	y	y	3386	ICAM4
1372	y	y	4668	NAGA
1373	y	y	4436	MSH2
1374	y	y	54765	TRIM44
1375	y	y	219285	SAMD9L
1376	y	y	5920	RARRES3
1377	y	y	85453	TSPYL5
1378	y	y	83930	STARD3NL
1379	y	y	54934	KANSL2
1380	y	y	3635	INPP5D
1381	y	y	5125	PCSK5
1382	y	y	139065	SLITRK4
1383	y	y	23053	KIAA0913
1384	y	y	83478	ARHGAP24
1385	y	y	55781	RIOK2
1386	y	y	377	ARF3
1387	y	y	1026	CDKN1A
1388	y	y	467	ATF3
1389	y	y	2213	FCGR2B
1390	y	y	170463	SSBP4
1391	y	y	56935	C11orf75
1392	y	y	84928	TMEM209
1393	y	y	1155	TBCB
1394	y	y	11035	RIPK3
1395	y	y	10459	MAD2L2
1396	y	y	1459	CSNK2A2
1397	y	y	34	ACADM
1398	y	y	55026	FAM70A
1399	y	y	1653	DDX1
1400	y	y	11343	MGLL
1401	y	y	85450	ITPRIP
1402	y	y	7957	EPM2A
1403	y	y	10424	PGRMC2
1404	y	y	6156	RPL30
1405	y	y	80705	TSGA10
1406	y	y	2000	ELF4
1407	y	y	51123	ZNF706
1408	y	y	56916	SMARCAD1
1409	y	y	7556	ZNF10
1410	y	y	864	RUNX3
1411	y	y	4938	OAS1
1412	y	y	55768	NGLY1
1413	y	y	11224	RPL35
1414	y	y	192670	EIF2C4
1415	y	y	6434	TRA2B
1416	y	y	5768	QSOX1
1417	y	y	9538	EI24
1418	y	y	84418	CYSTM1
1419	y	y	8972	MGAM
1420	y	y	2120	ETV6
1421	y	y	221143	N6AMT2
1422	y	y	168850	ZNF800
1423	y	y	284756	C20orf197
1424	y	y	10682	EBP
1425	y	y	971	CD72
1426	y	y	7743	ZNF189
1427	y	y	80851	SH3BP5L
1428	y	y	150291	MORC2-AS1
1429	y	y	8292	COLQ
1430	y	y	2618	GART
1431	y	y	7178	TPT1
1432	y	y	25870	SUMF2
1433	y	y	153443	SRFBP1
1434	y	y	8881	CDC16
1435	y	y	54033	RBM11
1436	y	y	3106	HLA-B
1437	y	y	51099	ABHD5
1438	y	y	3065	HDAC1
1439	y	y	5004	ORM1
1440	y	y	26123	TCTN3
1441	y	y	64112	MOAP1
1442	y	y	5210	PFKFB4
1443	y	y	2990	GUSB
1444	y	y	29109	FHOD1
1445	y	y	113174	SAAL1
1446	y	y	2110	ETFDH
1447	y	y	54625	PARP14
1448	y	y	51206	GP6
1449	y	y	9406	ZRANB2
1450	y	y	23636	NUP62
1451	y	y	407975	MIR17HG
1452	y	y	22901	ARSG
1453	y	y	91057	CCDC34
1454	y	y	123920	CMTM3
1455	y	y	10061	ABCF2
1456	y	y	7084	TK2
1457	y	y	65010	SLC26A6
1458	y	y	6195	RPS6KA1
1459	y	y	11221	DUSP10
1460	y	y	649946	RPL23AP64
1461	y	y	23395	LARS2
1462	y	y	55357	TBC1D2
1463	y	y	5019	OXCT1
1464	y	y	2175	FANCA
1465	y	y	57692	MAGEE1
1466	y	y	64114	TMBIM1
1467	y	y	8767	RIPK2
1468	y	y	3133	HLA-E
1469	y	y	26152	ZNF337
1470	y	y	908	CCT6A
1471	y	y	617	BCS1L
1472	y	y	6222	RPS18
1473	y	y	10045	SH2D3A
1474	y	y	3097	HIVEP2
1475	y	y	2180	ACSL1
1476	y	y	163081	ZNF567
1477	y	y	892	CCNC
1478	y	y	29916	SNX11
1479	y	y	26267	FBXO10
1480	y	y	51194	IPO11
1481	y	y	2014	EMP3
1482	y	y	5557	PRIM1
1483	y	y	1979	EIF4EBP2
1484	y	y	23119	HIC2
1485	y	y	23052	ENDOD1
1486	y	y	7391	USF1
1487	y	y	51035	UBXN1
1488	y	y	388325	SCIMP
1489	y	y	7375	USP4
1490	y	y	9232	PTTG1
1491	y	y	6890	TAP1
1492	y	y	51318	MRPL35
1493	y	y	11232	POLG2
1494	y	y	23294	ANKS1A
1495	y	y	3310	HSPA6
1496	y	y	84166	NLRC5
1497	y	y	25804	LSM4
